      0.274433006   -0.0482758835    0.0322933684     0.667153399 10000
      -1.39767897    0.0799648492   -0.0312403133    -0.265706749 01000
       3.41129079     0.506094549     0.276584833      14.5254699 11000
     -0.568190311   -0.0633540669   -0.0515645855     -1.95819072 20000
       -2.5105703     -3.01885416     0.386850031     -14.7683128 02000
    -0.0824731127      3.89009164    -0.748978121     -0.67421213 10100
      0.165554556     -1.41939963     0.757624744       1.6860641 01100
     -0.179076902      -40.687639      7.82664961     -0.38616236 10010
       1.99367227      19.1647042     -5.29654788      2.63422556 01010
    0.00382209931     -0.72950644     0.304378826  -0.00128007291 00100
    -0.0565555723      1.28976051     -1.96829739   -0.0894340584 00010
      0.632667456      3.15735293   -0.0401770875      1.82692667 00110
 ---------------------------------------------
